start,obj_value,v_max_1,Ka2_1,Ka3_1,K_g6p_1,Ks_g6p_pgi,kcat_f_2,kcat_f_3,Ks_fbp_4,kcat_f_4,kcat_f_5,kcat_f_6,kcat_f_7,kcat_f_8,Ks_3pg_8,kcat_f_9,Ks_2pg_9,converged
single,88.75559887767021,66.44597135533319,0.0817345614247563,10.198535758228376,10.921072942020386,6.84594345081449,521.9685408071525,750.21775561174,0.0031136443448343426,3.6700583662822415,2904.0400363590466,417.63757848984005,985.0425588307176,908.7610046374261,2.185514950330588,284.4110028884004,0.466744429266385,True
multistart,118.65935027382402,72.50900769871876,0.02253745956281626,5.232705728393347,10.093936307593053,6.13538775819022,582.311148341753,648.218407333071,10.585926159482769,466.90991989840524,5036.404666123889,503.8891812693389,514.4370375761777,679.3549501391483,2.643665026615344,590.9741701197785,5.232480464718596,True
