start,obj_value,v_max_1,Ka2_1,Ka3_1,K_g6p_1,Ks_g6p_pgi,kcat_f_2,kcat_f_3,kcat_f_4,kcat_f_5,kcat_f_6,kcat_f_7,kcat_f_8,Ks_3pg_8,kcat_f_9,Ks_2pg_9,converged
single,82.11142679085057,74.29887978408026,0.06036889325218061,5.190127563241804,10.695770988172844,1.3702236048296759,521.3764598356291,693.6841067135074,3.6723349133207863,2911.5804492903167,15.527731274350225,980.6324826037642,613.0282204903998,0.2610138930319528,303.3980704153382,0.013959937887075636,True
multistart,567.777710473104,70.17744440871307,0.41713201548457873,6.81956827004507,10.032324503379893,2.1963824491545747,497.5752552654852,345.1903879034951,499.2868041782124,622.5155310084491,197.69917790125703,31.80974258146042,618.3392790113126,0.44282530648282437,348.8365988278976,4.510994579739039,True
