,v_max_1,Ka2_1,K_g6p_1,kcat_f_2,kcat_f_3,kcat_f_4
v_max_1,0.3884101267946768,0.012701351681832056,0.1595432693393637,9.88191448611387,-2.659931498576226,-5.412592814283348e-05
Ka2_1,0.012701334749889241,0.013973931793766374,0.31140740982543597,-1.6408415929047226,-0.27554277272617145,9.820378853352802e-06
K_g6p_1,0.15954288323620114,0.31140740533204847,7.073412157992802,-45.28968237332566,-7.134589074010371,0.0002006432868438257
kcat_f_2,9.881909257832708,-1.6408427198098883,-45.28970593231865,4941.406488550006,20.084761419788805,-0.009277988367026516
kcat_f_3,-2.6599297190731925,-0.27554233954546736,-7.134579769160607,20.08479508131491,258.77048775849204,0.0009774029867622724
kcat_f_4,-5.412604095333279e-05,9.82038980011322e-06,0.00020064355468110557,-0.009277958832192304,0.0009773954463743284,2.0088943942197387e-06
