start,obj_value,v_max_1,Ka1_1,Ka2_1,Ka3_1,K_g6p_1,Ks_g6p_pgi,Kp_f6p_pgi,kcat_f_2,Ks_f6p_3,Ks_atp_3,Kp_fbp_3,Kp_adp_3,kcat_f_3,Ks_fbp_4,Kp_g3p_4,Kp_dhap_4,kcat_f_4,kcat_f_5,Ks_dhap_5,Kp_g3p_5,kcat_f_6,Ks_g3p_6,Ks_pi_6,Ks_nad_6,Kp_pgp_6,Kp_nadh_6,kcat_f_7,Ks_pgp_7,Ks_adp_7,Ks_3pg_7,Ks_atp_7,kcat_f_8,Ks_3pg_8,Ks_2pg_8,kcat_f_9,Ks_2pg_9,Ks_pep_9,converged
multistart,69.69128968663465,80.9955121971174,0.00170931588831376,0.04095358030655888,5.3027416149037645,11.277738209739912,6.971282151137156,10.053133795617752,501.27588859769156,0.9077496265788726,2.110339522199133,9.994058559613192,10.024400588123411,750.9071261139214,0.0010261604055045775,10.068125505743485,10.144934970862984,3.5576198828504246,916.2424120951044,0.0012273414187519264,10.797906416294285,348.23182564054156,1.071529795669161,6.862286322538351,0.0010177266601310792,9.987748072000874,10.00296694182834,983.4346148323846,0.0014479031109328453,0.0014479031109329292,9.48348841628496,9.358753432485184,561.9998130735495,3.60341437973026,9.950225398871439,247.64946452710691,0.45278305944783,7.461119119264586,True
single,100.57139414229424,55.395219044732364,0.004005679721481231,0.527846492733596,0.5235185334634717,3.2714095012321738,0.33210185612208565,2.180719010917155,74.83543772988678,0.00908125562857258,0.025613671671035038,0.001018241845792836,0.20742708755121406,128.31610955345127,0.09095637883308731,5.693104259621875,3.5308397790877875,9.150818758328247,2249.776031949929,3.0090963163751088,1.7247695041687385,143.39236799668777,4.461462419659189,3.3257616679791577,0.001002323098914766,6.991160922335421,6.693303356373092,95.53417471181446,0.0010292312395542033,0.0010292312395542064,5.978991561950754,5.654116681248171,161.82632692648164,0.0010006341554145304,1.6002397836041218,97.1315670996527,0.0010042703651122653,5.392999782439405,True
