,v_max_1,Ka1_1,Ka2_1,Ka3_1,K_g6p_1,Ks_g6p_pgi,Kp_f6p_pgi,kcat_f_2,Ks_f6p_3,Ks_atp_3,Kp_fbp_3,Kp_adp_3,kcat_f_3,Ks_fbp_4,Kp_g3p_4,Kp_dhap_4,kcat_f_4,kcat_f_5,Ks_dhap_5,Kp_g3p_5,kcat_f_6,Ks_g3p_6,Ks_pi_6,Ks_nad_6,Kp_pgp_6,Kp_nadh_6,kcat_f_7,Ks_pgp_7,Ks_adp_7,Ks_3pg_7,Ks_atp_7,kcat_f_8,Ks_3pg_8,Ks_2pg_8,kcat_f_9,Ks_2pg_9,Ks_pep_9
v_max_1,0.17129867530665227,0.0006771433539884999,-0.0016524499366455862,-0.005995851324361416,-0.0014088030683187826,-1.3904686786650646e-06,0.025738534346729545,0.003909368825305686,-0.004251280090911587,0.002623373905943284,0.01237066833006837,-0.013670650966851569,0.1754137783289979,-0.0002780013414362804,-9.48323948384034e-05,0.21661708269224386,0.008764469378467058,-3.7155154408969797,-0.0007437025630904602,0.25566788870974,-0.16708031233210868,0.2796147734934081,-0.9274885791461226,1.7610928801870165e-05,-0.28670650289645566,-0.2442028426036351,0.12958141361753464,6.798863459771594e-07,3.021574847205789e-05,-0.03788541987773409,0.22955148667181577,-5.23648011115031,6.884126524988361e-06,0.06877164507589842,-0.013065559743146276,3.1378608342633096e-06,-0.03336725117704345
Ka1_1,0.0006771433540106781,0.0001988882353868163,-0.00029058737648976257,0.00022475795755587453,-7.416571586847098e-05,7.472955554747598e-09,-0.0028683564088915286,0.0008537056874721407,0.00022715365289044777,-0.0002484115253767728,-0.0006898753924938197,0.00026528953136175374,-0.01562700355422123,-5.956642646241581e-06,-6.390541766724454e-06,0.01483056081753414,-0.0003423786830210769,-1.811679024556044,2.646931463358763e-05,-0.007239823013387538,-0.008622479557194383,-0.0010450480257846611,0.0031279827263741705,-3.7111060205123602e-06,0.022195997719627224,0.03589847646006544,0.020778227027754025,-1.5195596773432542e-07,-1.8920296260198007e-07,-0.012894619314485637,0.008073373347467409,-0.09076009634882938,-2.4629296898222214e-07,0.009572790177168947,0.0013460253831164355,4.02426050542288e-07,-0.0025736161568428047
Ka2_1,-0.0016524499366033331,-0.0002905873764869935,0.00243541828795833,0.0018536376527324707,-0.0003739395786008173,-7.185229281695916e-08,0.023959793870717554,0.004351384010524238,0.002016979107184518,-0.0012343685085953362,0.0006115460129202865,0.001717660789810425,-0.05418109304668976,3.298384867166263e-05,-1.0175370668391695e-06,0.0027856838451832504,-2.9328437943391544e-05,2.2644241266034433,3.0306414167667573e-05,-0.016761206860422054,0.014167534120757918,-0.006852019019612758,0.037051915789558944,-7.0140875138407524e-06,0.00897170956481376,-0.08550767793311016,-0.09467024722193168,-8.803396341784408e-08,-1.3463925996543868e-05,0.05034466184007876,-0.0937809276546998,0.8924040451879356,9.457462006573634e-07,0.10752811822875177,-0.0019539839592991864,-6.369330595125283e-07,0.010185234752454864
Ka3_1,-0.005995851324168387,0.00022475795757177043,0.0018536376527247178,0.04708530278947565,0.02991040953125377,2.76056730328576e-08,0.114300190358295,0.011241911821841812,0.012268195442678195,-0.006129928310177841,-0.0022463195261925276,0.024407049720881473,-0.27701652065909893,0.0001917200656428091,-2.1310297505284135e-05,0.05189156725225344,0.002257788000380003,62.614830322946574,8.463062082145708e-05,0.023393865136979487,-0.08507980281556574,-0.028965180447442472,-0.1379188847898915,1.4435749322001557e-05,-0.18817078265561962,-0.12071631141463914,-0.005004612563439002,2.1389733997686175e-06,-3.0217655232849094e-05,0.2399999194926317,-0.23090679741600145,3.881093142585689,1.1338462237565678e-06,0.8800776114594733,-0.008739611811403194,7.53157377127498e-06,-0.06953137559603143
K_g6p_1,-0.0014088030692722597,-7.41657158586458e-05,-0.00037393957836172526,0.029910409532635202,0.21371312046174887,1.548516552633778e-06,0.1380431893321468,0.009739750598938739,-0.012564765154829589,0.007984663039399195,-0.010563947336872704,0.009444642511827053,0.4126844416416128,-0.0006925901389084664,0.0005280028283373197,-1.2350569871542758,-0.02705513070956328,276.3375611574814,0.0006471034166563165,0.17057175963842794,-1.0014455076088098,-0.004121291944324623,-0.8393744185226079,0.00036218769066429353,-4.01342241571923,1.5820179057181012,-1.9499029740899332,1.172619415498916e-05,9.608290243716027e-05,-0.0784497022750919,0.7937220825606514,-3.0836274367544827,1.8975458718438513e-05,0.9130245301473843,0.010820162313251001,4.493144506443933e-05,-0.4587295863127434
Ks_g6p_pgi,-1.3904686786739136e-06,7.472955553596925e-09,-7.18522928062798e-08,2.760567309597753e-08,1.5485165528003392e-06,7.531185682821438e-10,-1.7756546894545418e-05,1.291950723421987e-06,-1.7386159412131392e-06,7.475495794664603e-07,-6.180007119086138e-07,-2.6580406424477256e-06,2.313724561523859e-05,-2.504031576880846e-08,2.5732652037917623e-08,-6.00621551921327e-05,-1.970419316923146e-06,-0.001384461551580031,1.5135437893380966e-07,-3.0143994351577865e-05,4.139460143954623e-06,2.8448737451628192e-06,-1.598776942446244e-06,1.9957465022722205e-08,-7.61513814925604e-05,-1.4788483041700231e-05,-5.565098195260716e-05,4.196758428223621e-11,1.6051116002501743e-09,-1.1862281309311719e-05,1.893002689132917e-05,-0.00023829698586112097,-9.523669954847968e-11,-0.0001469938070374818,3.1653845070910204e-07,-1.7547479381651007e-10,2.7753942210205565e-06
Kp_f6p_pgi,0.025738534351701623,-0.0028683564086822585,0.023959793871239712,0.1143001903619184,0.13804318931951853,-1.7756546895536223e-05,9.224614275457311,-0.03275807487456231,0.12379094889942276,-0.052757177657398104,-0.04415268589472316,0.20433829399467507,-1.7470445258630878,0.0011692994610192555,0.0011594118454023657,-2.6968128652058843,0.15773106512680887,-28.21280083606496,0.008155563742124596,-3.822589691901707,0.18342791019251986,-0.5030995056178297,-0.585327251599752,0.00028158315980744247,4.166834605353128,0.2682161254795758,-4.676928150177735,-2.4009534753167057e-05,-0.0003503215118386483,2.072420575318882,-2.1254476914376847,43.532541461865144,6.861467453898672e-07,27.28091983484031,-0.02695975261875517,5.530696873840937e-06,0.24820629978501962
kcat_f_2,0.00390936882513539,0.0008537056874781812,0.004351384010591841,0.011241911822259427,0.009739750599218446,1.2919507233980127e-06,-0.032758074868988386,0.4367131152199741,-0.004916799669185494,0.006550988746355197,0.004474138120994828,0.010223078773056475,-0.00943708675899404,-0.0001424654475584767,0.00014659712987677534,-0.34228211470263736,-0.007867534812708944,40.51034588217523,0.0003426883679412297,-0.08833246509018713,0.3793162752479602,0.04162563749494833,-0.010551987159014795,-5.575302856647582e-06,-0.614421027282132,-0.05561923831681396,-0.920800166736609,1.123192524632306e-06,3.7928558061116874e-06,0.00630557621152181,0.06794317544807904,-1.2637407087779473,2.2436673609384913e-06,-0.5492845138872438,-0.0004908322939654635,2.668903626814316e-06,-0.05492829896445159
Ks_f6p_3,-0.004251280090113626,0.0002271536529088588,0.0020169791070750796,0.012268195442087989,-0.012564765157125202,-1.7386159412428106e-06,0.12379094888750042,-0.004916799669676028,0.030709241378324013,-0.017356315069242276,-0.0015165751205836301,0.03644157060978703,-0.5385134531143636,0.0006729422005321335,-0.0002563400539817357,0.6042685336150516,0.011064257804139508,22.115688933914388,-0.00020600087503733325,-0.04929810201546806,0.013576394041487045,-0.09615338611587744,0.26126367489458774,-0.00016009063989529123,0.9816399551185996,-0.4079702397058113,0.6325468447437907,-1.9488719723631824e-06,-4.460312949700931e-05,0.14072829404902187,-0.35098276016008967,7.177055841943449,-5.208046269508558e-06,1.0863021280385214,-0.00894995389588062,-1.5200341504947778e-06,0.026520487655018167
Ks_atp_3,0.002623373905599017,-0.00024841152538487,-0.0012343685085448924,-0.0061299283098718805,0.007984663040311812,7.475495794718848e-07,-0.05275717765214783,0.006550988746476532,-0.01735631506914698,0.011812427749032595,0.0015362112790862966,-0.010899481848635761,0.3184383731073878,-0.0002770598834096399,0.00012333037842071731,-0.2903947083908604,-0.0022754326676916363,0.8243642072442263,-2.6602256345112106e-05,0.061499482684458574,-0.003851209269263725,0.033451524479138295,-0.08075082005740548,5.0439942703253346e-05,-0.4941185859167178,0.18057517466874276,-0.33043651550481834,1.7903492380745738e-06,2.8875254248066604e-05,-0.034407329279627884,0.16646088581501728,-2.902993841058059,2.035058062672183e-06,-0.3557869988964136,0.003169137073599587,6.286003337142568e-07,-0.012565408013872643
