v_max_1,Ka2_1,Ka3_1,K_g6p_1,Ks_g6p_pgi,kcat_f_2,Ks_f6p_3,Ks_atp_3,kcat_f_3,Ks_fbp_4,kcat_f_4,kcat_f_5,kcat_f_6,kcat_f_7,kcat_f_8,Ks_3pg_8,kcat_f_9,Ks_2pg_9,obj_value
77.2902438699977,0.10316548061043045,5.62461422794323,10.973444217972558,6.555644411666185,511.0658036190474,0.629926023908888,2.044413852366237,732.1249314856636,0.003049191291271345,3.628001966565729,1411.558653062141,360.8484756506854,979.6713897342277,579.1251298702305,2.5182185385638793,282.5661794790212,0.0016641248637211383,148.4027932030436
77.42471293394166,0.15324514125564062,5.9887771913445444,10.740286765549174,7.410789334125584,520.8757333010693,0.7842576389933901,1.6087210410819082,726.4776058724233,0.0010011350247135186,3.590188607420352,1528.8355920382573,288.5002880274674,975.6064854184955,698.7955462671086,3.114747400091131,253.99586831548234,1.1896577093410612,84.32861962426779
75.56178278779784,0.02861684558382764,6.031841216860841,10.892017926117392,4.3537478892717,531.3216842185925,0.6516987535856605,2.0445831513061257,722.1322705293148,0.0029998618518514214,3.6062449379247825,1504.2805282369156,501.23471926577315,966.7824471264511,551.5360640234408,4.576373863850551,306.01392575237855,0.0023968636364383295,195.1024469149539
74.40944255158425,1.3101258791775938,5.9489931165038605,10.07905331702005,7.796941255359309,579.1981907231692,1.0245791267011186,1.047294836227367,685.3325967516885,9.341746026462518,257.38339383606586,4986.567942000223,497.8821111395993,567.4157799148509,683.6546647961495,3.0760701361461638,546.6408123598587,7.742435484188838,110.73562243705582
70.04661664739453,0.018381196607711578,5.627161562563133,10.450449413211311,6.249538637218645,608.4849272084294,0.46504511014534267,2.762797581660449,712.0345696572915,0.0028211706453372806,3.659901136194179,1493.628357012568,496.1386803527819,968.4834980953605,972.5302716339373,3.5503212672145446,370.2872054805276,0.0020994265678349142,70.40257016449826
72.00643026592061,0.009067711413168745,5.899497302379854,10.077282728731305,7.001110344587377,578.3038453573537,1.0974574416892613,1.0974574416892913,684.6504908268072,11.1315602956123,450.00362066752416,5034.633091520408,504.7032537282964,512.422352735349,687.6346910099899,2.32179354476932,536.4898954681199,7.408307216153277,118.57939027691437
74.23889320347088,0.5559923177700894,5.85999828081264,10.497438744287612,8.383094112053543,506.8115869270511,0.4916603097690031,2.3827323511274074,699.0115467269889,0.00336002379597055,3.7897456386127013,1377.5130788589076,334.67340126879856,961.898027417741,428.64894253520697,5.0280739865725605,347.59501313278946,0.9134636847721459,79.40387632818708
81.2066275061295,0.07704099067262081,5.09788921057773,11.277803234636448,5.21797644497414,514.2879231127714,0.2826463557900999,1.843723251122632,752.9311940800245,0.015117575857793022,5.127135171608603,906.9965774234851,359.7425848327409,982.9952938538643,547.9339913785457,3.3386465624356805,237.51464232523227,0.48042470708588547,8.889308285024983
65.84688480889947,0.5767452211014322,7.21382181846534,10.271700382379265,6.636771145803711,578.9896015852552,0.6074856363641058,1.987359818422759,683.0738340364253,0.05041332932559469,5.55226465259562,3071.899274223611,558.0935519195392,918.5544364994429,532.6585642980232,7.589814641358546,451.3519378496987,2.5518036555906365,99.03235094140277
69.90571746781828,0.017060949219996596,5.223579129452279,10.342424093230091,5.087945736634572,568.7476370563512,0.645251375642743,1.9266334919016102,690.2967500693999,0.0031221707397520934,3.668077252787908,2710.714094642393,462.49332429421275,934.2960073140653,530.8241529448035,6.262765584576298,432.3623816184141,0.001889655265229451,98.32220107157119
77.20689871360132,0.2334552755290136,5.805859266371495,11.030920087796277,5.937417450457272,510.2341848623759,0.6435077401237449,2.030454741334453,735.2779034083765,0.003140261677658731,3.6716695044907834,1200.8680215367503,375.71903328528725,976.8495431487538,583.4823642699846,2.4526488030649207,282.49819670578927,0.0036157291466865017,85.80760065334822
63.90628915151677,0.0018536546492804017,7.348277762488742,10.085379659439235,7.074824973741153,564.4382872402189,0.9903057761365428,1.220024551518704,692.0220774976934,0.041540500096617666,11.73642200161552,3470.293187787209,303.73283050793236,906.0505536786313,668.8602983973054,2.8034979752563562,487.6137408047439,1.7523264816217994,20.14144074097714
78.85574206704662,0.026490925672680295,4.904168616921312,10.986186776076842,0.7525109296594048,522.404590386034,0.76376576648463,1.8801254912044234,738.3960526456787,0.002797924389088247,3.646656944353572,1092.0580658984088,109.80334130792382,978.7109649177441,582.1304438291089,1.7395938492626246,289.91178297546077,0.002454900666733472,65.72822277104859
71.38313310088809,0.014790875454366293,5.9988348353567655,10.089466238695698,7.383420935842454,576.0806137299002,1.9604509441122517,0.5155878309096926,654.1594400088246,16.32637708394469,293.0252873498304,5015.004136661002,17.213430534084775,546.1003698217305,540.8665742263718,8.420958619747838,518.2771130452144,6.822629374665374,146.22600039399978
78.13245304389177,0.07101838567559211,5.303847836869924,10.917588251861451,6.793974745907165,532.6808076878717,0.28781487380842286,1.8524668199051744,729.7339609554683,0.016765920967191057,3.908008155296093,1139.8432872251717,420.35575096142446,976.7971970821109,500.73395266831807,2.776166813586609,261.7401040707088,0.20719235233342745,6.871822276871231
80.5383994411588,0.020949624572348682,5.295622508476783,11.276644518348885,2.3675894992008497,502.9080378115609,0.7307556601762645,1.9403325460768086,752.9051297008706,0.0025037022736658925,3.6394420104286542,973.584874060383,374.57465168805714,983.6472620234206,630.457021116422,2.0113604290407996,245.3670483661455,0.0032788188455743364,79.59499158353263
67.48592505169285,0.5209857712090066,6.880260999974996,10.385913218289168,7.441021153966464,552.946553010984,0.662829413587742,1.837836948448644,699.4994711121581,0.09015378867031286,5.1606386472025925,2833.614179474915,454.0358000581642,923.8347288816494,656.3108123043147,3.0739902832492967,437.07750935654735,3.7022516414936337,242.14048866762676
72.23975717576883,1.0427956944495334,6.059553212615592,10.069978991247103,7.90049456636898,576.6684716183357,0.6053061921197944,0.6053061921197669,682.1272695899412,10.362948590944056,471.77688796705,5034.474142855012,502.2401080946398,511.32808471614896,684.5490210298767,3.015077049906126,543.3127361342925,8.932836080484712,15.640453756380145
71.36892568427743,0.005381071530236807,6.412051235731558,10.324686656679985,2.992911173090185,565.1638435876994,0.5845831696535604,2.179923386232595,681.9949342257133,0.0030465809955800074,3.63201633671499,1668.9286252818479,452.59067762022755,967.3996129411429,520.7272568844865,5.385803057070481,361.53174335656774,0.0020577257469141324,128.75287202486996
70.92301280555355,0.13396227180758707,6.7862245609070255,10.633084415029852,3.762590917983502,535.3590625657934,0.7079386642933515,1.8680895216525766,710.7589582691965,0.0032217151554966936,3.711421145915183,2254.5009595842544,383.11329814310795,971.4614230307326,664.5045060680199,2.4256352548505777,317.2333472910604,0.013314950606391776,86.10062372370287
74.51827943867404,0.1203027545782903,6.315778989251447,10.516976151169912,7.960659589643806,517.5023268992192,0.5961764047501926,2.0193551118713136,698.0687279165393,0.0027063476851465033,3.466817536057819,1459.7736390420705,230.14864730239682,973.3241616722536,624.1682903114032,2.9133774617843717,342.5173385703721,0.6500011222610056,147.48869457640245
72.53097389600421,0.14264814669645282,5.8870192992416674,10.237492746704248,8.296367284025639,549.1646467558181,1.985059842789903,0.26951792159182986,692.0376948238996,0.003555285522336137,3.8773713929880396,2194.538330738383,412.10782406043495,955.6343065988702,284.0683869695941,6.200989060484475,413.664828833739,1.2348765086054463,11.213369517912284
72.12126781679348,0.9025101334480428,6.196202154072091,10.068983010450712,7.097375143388014,596.4801902451144,1.0950219106654764,1.0950219106654207,676.450179171704,10.85521639643558,453.4159761167934,5036.021996770009,505.90307907194614,510.77853940287207,542.7724163196721,9.021205815829278,539.080388803223,8.982176870876748,214.87890269579657
