v_max_1,Ka2_1,Ka3_1,K_g6p_1,Ks_g6p_pgi,kcat_f_2,kcat_f_3,Ks_fbp_4,kcat_f_4,kcat_f_5,kcat_f_6,kcat_f_7,kcat_f_8,Ks_3pg_8,kcat_f_9,Ks_2pg_9,obj_value
73.0548992864275,0.1936107299762885,7.009702550296728,10.616471586538378,7.077947778732036,538.0574287734772,696.6250549500879,0.0030403642314474856,3.6245088665818828,3774.868147063255,183.8457975620206,978.0379179700312,678.03789671894,1.958289901309106,327.4203460090228,0.30241595439593716,149.97849893844813
70.52775139854444,0.489790582384933,6.237733984453926,10.067330271222765,5.110232700351931,570.0910501947684,582.1169266138747,1.478934822616334,73.0323047098189,5029.735293603873,472.0099998165563,651.7780507613685,673.9379093925143,2.3397099975456626,636.927969777766,9.55979592509679,115.67514355252632
74.7464435648932,0.02849889157083812,5.300818813833755,10.852348133045558,1.0862122291903171,562.9641385027264,787.1592546536979,0.0030015700631376165,3.6062133263334033,2695.7810911378374,562.4396992816326,983.4514411105823,600.627778081189,2.0889618565642394,366.96128442561786,0.014547983644661087,199.77376090393182
76.340663860013,0.16926907711471556,8.075981337958778,10.438177115206942,7.421702902741545,549.238649191358,759.8196747678346,0.02209516324088663,4.268069520393535,3506.11589745323,179.2994053709466,973.9783107208336,687.0176811149831,2.423806710071734,385.0192462584133,0.4014594785864565,82.02753236077218
75.67907550404745,0.06361892999778669,6.7572597542399935,10.620158825316958,6.906332969094048,523.6336910954416,712.4923679532677,0.0028371681286354176,3.667718340222378,3179.8765937006406,448.3085562279027,977.3607580025244,626.9716070494778,2.816028215664005,333.5805351301909,0.0016405286997695076,73.69733959346534
72.42215187075084,0.010542892975981613,7.790996651791939,10.537981654116853,5.359921752137308,488.2375522711083,662.8121057069284,0.003114335795125053,3.659874137069907,4124.853169399715,296.8580939775675,977.7821029693563,621.9035041882503,2.081378409171861,351.9841831028482,0.0023304426732683155,84.6894976469063
76.51481274492915,0.19289784823631598,7.945467018191545,11.035015707293653,5.814159262103479,543.1009746035322,783.5419421646262,0.0032086211575836103,3.7050939642727734,2356.8253349026627,385.9519032921939,986.4572646992648,532.1467876590526,2.6637620723738324,267.4239239084533,0.11888539186319039,75.21959563105304
72.79382475097727,0.1497116814052733,6.508401742945765,10.446421186434895,6.811527718813579,554.1922344926327,718.9980041240317,0.003879857020184919,4.026620064162015,3087.8010384663676,336.7873258610226,978.129100424802,513.125967371722,2.944954559738276,320.77325592561664,0.07063634319658724,14.913843406290836
70.07980494270926,1.1018983059118084,6.842489308149262,10.087663767443832,7.95241500321067,572.9385534438836,532.3518730766251,0.2587814429537407,15.57892504669655,5005.030186384358,494.3312576970123,785.666281025712,513.0838458626386,8.565764056247724,497.1995428383159,6.511269556605515,120.98577082908295
75.99051941577167,0.019092631946256215,6.184051459432348,11.00882314118613,5.387463408695848,530.4336965511246,770.1124207562092,0.0031298500684363187,3.6667515238638444,2394.574437287059,372.90817435189376,986.0873579561484,582.2102974350167,2.0628006811118738,282.1488354322054,0.002039418638284693,98.94661158710765
72.29872416529327,0.6266793326100129,5.051403555122527,10.082895788536495,10.331283228916115,468.0761534983917,703.3079029266776,0.03465619633347466,4.753419488855336,5048.924308054394,92.49307157379044,959.8476441379793,669.088893611377,2.103847876491625,526.7810459667472,0.7616064816692172,103.48574592100594
67.56229709923554,0.001614127083397675,7.115610531614876,10.05971224914678,8.050386299990539,551.2374231351199,533.5147835999095,0.10449868003397988,27.792452570503805,4987.202275641023,466.7436965775495,810.4930977258359,704.5109697857706,3.120850374798736,496.7876870411911,2.1123438895053495,25.46861259471992
66.42850055035053,0.33519968070540673,7.522765857526269,10.29445241216272,7.759703756628498,540.331125751508,658.5769459929531,0.005003436104785354,3.823792496304495,3808.1728005199175,361.608338203844,970.2796893095984,612.1807342662582,3.595310961190772,379.22486233419335,0.5455810857174045,82.54586904826756
71.79392030177591,0.9801690204640296,6.433031027168116,10.071721122051102,8.305007414095632,565.6776089637316,515.2789417338876,11.17663028199139,423.8307604300666,5034.916797737102,523.4063713021787,517.5404572858826,538.4474540694226,9.10245252408034,530.3145951632514,9.00857603533918,156.17483759376233
72.01011137149645,0.6032872363938794,6.184544063443597,10.066869934980154,7.223377682530368,590.6615269608462,666.3965211061197,10.830573052726292,442.71679369773966,5035.131427327537,506.056668539345,511.4909785250333,689.9366486141951,2.553764780237643,547.232054067507,8.46212065658312,38.25065918965029
68.76070914876061,0.0019754700570010202,6.999345328541285,10.063230227341526,7.540956554162238,540.9766729763071,610.9628903308242,1.1696357503463781,56.836243329961405,5326.6782278014825,137.54216141078405,870.8955533153231,673.7992376665208,2.4094626246667534,516.3803825103344,5.063074465745749,121.22723114967108
72.04799529451266,0.04460916396149849,5.7289899049651485,10.072399288316719,5.368020056273436,568.1961892164734,566.7474068979818,15.26299024504735,444.61224841755836,5033.989134163149,504.52491178259856,510.2128278426098,686.1374269755859,2.1811410943495217,540.5582459257671,6.736505676507938,283.2528506934463
75.24428353776253,0.019879180206837977,6.179948681461297,10.488166835006357,4.327270914106479,626.7410207197319,819.529965791499,0.006043387179397488,4.422110243169775,2987.8086079484187,374.57359431829843,976.2111693054679,514.5028988997847,2.774034242289171,311.4415679635462,0.004363184667631478,6.873536693639793
68.8198143736239,0.0029219307728382414,6.9218482694073575,10.327278736370722,3.043027589546468,532.2057678061032,630.1453983855415,0.003032467223684904,3.6317423184203306,4032.0596420315355,423.71784079634955,972.5817646805779,370.2150561224071,3.6407561407394367,386.5460595500625,0.0018253226842830225,130.7663471811071
71.98565296072115,0.012323749895187862,5.6376669956109,10.072328469526145,5.736191902554103,575.2572037642749,583.0300087842063,10.686099170232453,448.2414568572705,5033.51585229227,501.97336370798865,509.98842947181254,686.2275953480224,2.0293358329402924,537.5504570322585,5.817636328802239,120.93338852939995
71.83283287227152,0.007695379583720117,5.630959915682575,10.070136716462894,5.911507191640157,560.7411943324607,584.9909351945898,13.536758316359236,446.13051599176816,5033.110650802826,503.99929826449613,511.094887411006,693.2817991796446,1.6472477523436129,534.2917712751891,5.627079481783358,196.73138126919585
71.45826912231117,0.008699001969802844,7.1118371433916705,10.447403469789313,6.692542625842166,553.2064036888872,689.0187062580111,0.0041687959135546715,4.080844155544186,2825.5008367592145,426.1282440061774,977.4763246223307,539.2089698666626,3.7213867974985093,335.19149683841846,0.0017332335520674127,10.681596751939427
64.74783728657394,0.20936398902208012,8.048865542963277,10.254083502881613,7.558888141353175,555.2348366509092,625.329287692678,0.030799312518029462,4.366567038863728,4268.819421386745,271.1231375695727,937.0640679800513,562.1817366284045,5.89367722095683,384.5247449286867,1.2594170060228997,161.35872629884202
66.44503046639184,0.014305607103152453,6.7953151901396565,10.067321591056846,7.867074992970882,567.5719786622337,622.3466181952701,0.018340839379402958,5.073262752480268,4829.695238388576,187.07029404466445,882.9880360577741,647.1281554238252,3.5419744669047715,475.7973678078802,1.2166256275605805,21.816776311067983
71.05521929980357,0.047240234608936824,6.787374112412477,10.531588015872812,1.9254432618687611,315.14220674059777,665.871438159081,0.047682532658324416,7.768691987595111,3827.8781347654885,123.89036600101355,970.6491437587182,639.6068070195629,1.9664749909037704,339.5951702668529,0.49751428937546754,33.847175325786026
