param,value,obj_value,obj_A,obj_B,obj_alt,regime,is_anchor,converged,theta_v_max_1,theta_Ka2_1,theta_Ka3_1,theta_Ks_g6p_pgi,theta_kcat_f_2,theta_kcat_f_3,theta_Ks_fbp_4,theta_kcat_f_4,theta_kcat_f_5,theta_kcat_f_6,theta_kcat_f_7,theta_kcat_f_8,theta_Ks_3pg_8,theta_kcat_f_9,theta_Ks_2pg_9,theta_K_g6p_1
Ka2_1,0.0330666670154386,86.62069065998634,86.62069065998634,130.04120035368874,130.04120035368874,A,False,True,49.76776046058632,,10.822316550295886,3.472497199870741,519.2654136847848,595.7664514405468,0.0030891075324385128,3.6668201683203057,4618.565706362985,520.476360693799,967.8074817035667,862.8758966413017,1.5358240810800008,450.3244171987328,0.0017563708040967355,10.264376963097188
Ka2_1,0.06908605945559476,132.48015463742925,132.48015463742925,132.52351501048682,132.52351501048682,B,False,True,52.56033507832689,,9.027959160164396,6.9556892261209535,571.4841061568845,594.6068798310068,10.6731541235771,453.553034474853,5033.886932482487,503.98372379864594,510.3373653130651,686.7761826630741,2.281717580821768,532.5037063544039,7.257749996003845,10.032268622853035
Ka2_1,0.07234198512829507,85.35543486696494,85.35543486696494,123.54710651469124,123.54710651469124,A,False,True,75.6327953292324,,7.0863178360819985,5.641583102945076,500.16516047079773,723.1001849734641,0.003128841577875215,3.6671307979339316,2269.036848677446,383.01210165617397,982.605825393016,709.5330002831712,2.533860871868738,254.39652229092675,0.0021272436019886785,11.119802506606812
Ka2_1,0.07575135785051139,83.40623661199649,83.40623661199649,132.4579328374454,132.4579328374454,A,False,True,62.619707216068136,,8.469669661740603,2.5746085464719877,536.8703437959177,633.641399753051,0.003125734856259728,3.667088466143406,3712.9380045052017,370.4537837679237,973.1638697703482,687.2114873849666,2.0815120948430534,313.4413576601247,0.0019014915803991336,10.625417787347718
Ka2_1,0.0793214093588901,85.1575889016455,85.1575889016455,125.30055435860923,125.30055435860923,A,False,True,62.59808457006704,,8.585833219030281,2.566474882028242,536.8705419517626,633.6402438668322,0.003128758715787911,3.669860790662882,3712.938021501375,370.458335893785,973.1602289657587,687.2109372525633,2.23585143921935,313.44288083587776,0.021777342445019405,10.624354318925747
Ka2_1,0.08305971221132559,83.55254378440306,83.55254378440306,124.43834654792319,124.43834654792319,A,False,True,54.9750333693657,,8.655218915127065,1.3659726921537898,554.3927267025374,590.3148158717544,0.0031169361047934385,3.6668767990916624,4087.383321969242,429.7347989946032,966.9202199650805,875.6601180033939,1.660013700468243,372.22685232403245,0.0018683332926043557,10.433676353158724
Ka2_1,0.08697419584937094,84.52433606389103,84.52433606389103,117.71268912847906,117.71268912847906,A,False,True,55.068867229861986,,8.073129132296868,1.3718903843916659,554.3928496556505,590.3256938984197,0.0031248782123901348,3.6675476059143173,4087.3833289332906,429.722544889267,966.9185941337425,875.6603126588882,1.353633571602236,372.22510329174105,0.0018953112843472083,10.433131272235642
Ka2_1,0.09107316341764636,127.2708464675416,143.87403094225442,127.2708464675416,143.87403094225442,B,False,True,53.33324746761836,,8.711078597515826,6.46198264212088,574.9498047991001,610.868618678745,10.665609710988509,447.2947346172837,5034.203818100309,508.3850588944021,512.6340887775488,685.5716010244639,2.231174032522642,548.2436290492094,6.314100352268006,10.03575931538834
Ka2_1,0.09536530937592233,83.03085361849115,83.03085361849115,117.90413634710855,117.90413634710855,A,False,True,55.150717116827465,,7.568881806187041,1.0851371364038018,554.3952203187849,590.3644704299452,0.00312832979554957,3.6670014304822014,4087.3833532473454,429.7230712654437,966.9170593071872,875.660038858355,1.2424135774696798,372.2255271891885,0.0020739421501040213,10.433167928602733
Ka2_1,0.0998597379412344,104.18367940572342,104.18367940572342,117.93148418395604,117.93148418395604,B,False,True,59.521865310642994,,8.376792081328036,3.4674293217760748,522.3334034579874,635.5878033188623,0.10970489210639918,7.881205395677374,4954.785351617887,248.74418791812272,934.9635092519584,732.9452923785938,2.0015960015377576,416.1367900762882,0.002036550725941178,10.108464921337955
