Sample ID,STD
v_pts,0.31214312956291906
v_pgi,0.6267644320901862
v_pfkB,0.4061773545304234
v_fbaA,0.4061773545304234
v_tpiA,0.4061773545304234
v_gapA,0.7356812625043488
v_pgk,0.7356812625043488
v_gpmA,0.7364972527669894
v_eno,0.7364972527669894
