start,obj_value,v_max_1,Ka2_1,Ka3_1,K_g6p_1,Ks_g6p_pgi,kcat_f_2,Ks_f6p_3,Ks_atp_3,kcat_f_3,Ks_fbp_4,kcat_f_4,kcat_f_5,kcat_f_6,kcat_f_7,kcat_f_8,Ks_3pg_8,kcat_f_9,Ks_2pg_9,converged
single,85.8352984952152,80.28524201123827,0.029715451517851654,6.467002597238968,11.24250508132913,6.177563226944908,504.70448059948575,0.6624396521904556,2.0123188588691208,753.105419453788,0.0031357653791114705,3.6708392183435388,2052.455390257924,368.0700672820438,983.8539930093744,694.4787140629461,2.6239503455697104,236.8724461890369,0.23303582393305938,True
multistart,121.21677532217628,44.07666662441487,0.0011672319778308017,6.842828538822314,7.065437349314089,2.4959212583261543,222.82601892778237,0.051576309432418505,10.1163070313664,313.10003669596097,6.149904325957612,205.5145853127552,1878.6444995499219,439.0189295193526,28.182469592129014,197.12889860585668,0.0014624866183860284,377.12310129849345,0.0012100616033220667,True
