,std,cv_percent,identifiable,subspace_proj,max_abs_sens
v_max_1,6722.992320090383,8373.883109363118,True,0.9166947249948092,0.002983372494568049
Ka2_1,,,False,0.15309331676693774,0.5555897351189106
Ka3_1,544.014082810439,8412.151914747974,True,0.9152429234035593,0.03467257057551194
K_g6p_1,109.64360341532077,975.2595406642084,True,0.9988195053291552,0.00016529115864255336
Ks_g6p_pgi,29.047296574078374,470.206382467794,True,0.9998786419524748,0.037591143842053656
kcat_f_2,2224.9942881559523,440.850908538223,True,0.9998949944302307,0.000499088336120136
Ks_f6p_3,,,False,0.4999996231902092,0.8105640512558198
Ks_atp_3,,,False,0.49999962319029345,0.26683135519275825
kcat_f_3,311.18943599603926,41.32083343945906,True,0.9999986718339958,0.0008522985270080305
Ks_fbp_4,0.00954844867665418,304.50137437768905,True,0.9975944307267411,18.65471906603364
kcat_f_4,0.19732616057362107,5.3755054045288375,True,0.9999992547132017,0.862031065348499
kcat_f_5,44462.870212588314,2166.3257785593496,True,0.8804193259314304,4.098016218427513e-07
kcat_f_6,5658.209355896858,1537.264194743959,True,0.9641208266151249,5.806572098551141e-06
kcat_f_7,4550.671076391485,462.535204280878,True,0.9963499221931469,4.0606980623129294e-06
kcat_f_8,37620.9692197314,5417.152240654782,True,0.5369598205323602,0.0008810582115991243
Ks_3pg_8,,,False,0.483901597283322,0.1884551965222483
kcat_f_9,8840.210385289325,3732.0551746378987,True,0.6254790420067308,9.298489273629966e-05
Ks_2pg_9,9.652793784270806,4142.19308488965,True,0.5315537549062757,0.08439872711315564
